name,website_clean,General
SignD Identity,https://signd.id,https://www.trendingtopics.eu/signd-wiener-regtech-mit-3-mio-euro-passiva-in-der-insolvenz/
CoLivi,https://www.colivi.com,https://www.colivi.com/de/
Cloudomation,https://cloudomation.com,https://cloudomation.com/
CNQRCLUB,https://cnqrclub.com,https://www.eu-startups.com/directory/cnqrclub/
Clean Code Software,https://cleancode-software.com,https://clean-code-developer.de/
Stresscoach,https://www.stresscoach.app,https://www.stresscoach.at/
SynoptiCons,https://www.synopticons.com,https://www.synopticons.com/
SYN TRAC,https://www.syn-trac.at,https://www.syn-trac.at/de
Templeton Apus,https://www.templetonapus.com,https://www.krixosglobalintel.com/
Warrify,https://warrify.com,https://www.warrify.com/
XKI GmbH,https://x.ki,https://coinmarketcap.com/de/currencies/ki-foundation/
xuuluux,https://www.xuuluux.com,https://www.xuuluux.com/
Yolly,https://www.yolly.io,https://www.yollysuisse.com/
Trackbar,https://trackbar.com,https://www.trackbar.com/
Circe BioTech,https://www.circe.at,https://circe.at/
SOMAREALITY,https://somareality.com,https://somareality.com/
Trality,http://www.trality.com,https://brutkasten.com/artikel/trality-wiener-krypto-trading-bot-marktplatz-startup-in-konkurs
Wowflow,https://wowflow.com,https://wowflow.com/de/
B.A.M Ticketing,https://www.bam.fan,https://www.aws.at/service/cases/gefoerderte-projekte-auswahl/kreativwirtschaft/bam-ticketing/
Autowhale,https://autowhale.net,https://www.autowhale.io/
Automated Software Testing,https://www.devmate.software,https://www.functionize.com/automated-testing
incaseof.law GmbH,https://www.incaseof.law,https://www.incaseof.law/
3P-Pitch Partner Pandur,https://www.3p-pandur.com,https://www.eu-startups.com/directory/3p-pitch-partner-pandur/
Greenwood-Power,https://www.greenwood-power.com,https://www.greenwood-power.com/de/home-2/
FetoLife Science,https://fetolife.com,https://www.futureteam.at/teams/fetolife-science
DeepOpinion,https://deepopinion.ai,https://www.deepopinion.ai/
Codeversity,https://codeversity.com,https://www.codeversity.com/
Progeny,https://www.progeny.tech,https://de.pons.com/%C3%BCbersetzung/englisch-deutsch/progeny
Xaleon,https://www.xaleon.com,https://www.tech2b.at/startup/xaleon/
XUND,https://xund.ai,https://xund.ai/xund
hi.health,https://www.hihealth.de,https://www.hi.health/
Generation55plus.net,https://www.generation55plus.net,http://www.generation55plus.net/
Skillmill,https://www.skillmill.com,https://technogymstore.at/technogym-skillmill-connect.html
InsectoCycle,https://www.insectocycle.com,https://www.insectocycle.com/
myBioma,https://www.mybioma.com,https://mybioma.com/?srsltid=AfmBOoqaen3ZzXjgYXgOcmkHNfLbK5jnzyqoD9wffgpq0cn2t0BZub_h
Madgicx,https://madgicx.com,https://madgicx.com/
VitreaLab,https://vitrealab.com,https://vitrealab.com/
ARIOT,https://www.ariot.io,https://de.langenscheidt.com/englisch-deutsch/ariot
Pocket Cocktails,https://www.pocket-cocktails.com,https://www.pocket-cocktails.com/
Fintune,https://www.fintune.ch,https://putzconsultinggroup.com/projekt/fintune/
Morpher,https://www.morpher.com,https://www.morpher.com/
Involve.me,https://www.involve.me,https://www.involve.me/de
Audvice,https://www.audvice.com,https://brutkasten.com/artikel/exit-salzburger-audio-tech-startup-audvice-geht-an-hype1000
triply,https://triply.at,https://www.triply.net/de
Bimspot,https://www.bimspot.io,https://smino.com/bim-software/
CASHY,https://www.cashy.at,https://cashy.at/
HalloSophia.com,https://www.hallosophia.com,https://www.hallosophia.com/
INNIO Group,https://www.innio.com,https://www.innio.com/de/
Happy Plates,https://happyplates.com,https://happyplates.com/
OKTAV,https://www.oktav.com,https://www.oktav.com/de/?srsltid=AfmBOoo8tzb1ZY2ejT-Os0kKiFA8FGO1HATCZsw6PtvRJHD3Pb5CLHsK
Orderlion,https://www.orderlion.com,https://www.orderlion.com/de
Monkee,https://monkee.rocks,https://www.monkee.rocks/
StreamTV Media,https://www.stream.tv,https://www.advantageaustria.org/de/company/de/own3d-media-gmbh
ilvi GmbH,https://www.ilvi.io,https://www.ilvi.com/en?srsltid=AfmBOorLQoqPUOxvm2T6kPgpT2oFHHg_mf2Xi3gSIQ-2bAyZaVolq9U6
TTTech Auto,https://www.tttech-auto.com,https://www.tttech-auto.com/
Velonto,https://www.velonto.at,https://www.tech2b.at/startup/velonto-gmbh/
ImageBiopsy lab,https://www.imagebiopsy.com,https://www.imagebiopsy.com/
bsurance,https://www.bsurance.com,https://www.bsurance.com/
Tubics,https://www.tubics.com,https://www.tubics.com/
Point of New,https://www.pointofnew.at,https://pointofnew.at/
BALLDESIGNER,https://www.ball.design,https://www.ball.design/
LAMA App,https://lama-app.com,https://play.google.com/store/apps/details?id=com.wenext.lama&hl=de_AT
Storyblok,https://www.storyblok.com,https://www.storyblok.com/
WisR GmbH,https://www.growwisr.com,https://www.trendingtopics.eu/goodbye-wisr-wiener-hr-startup-fuer-aeltere-menschen-muss-zusperren/
Cleanhearing,https://www.cleanhearing.com,https://www.cleanhearing.com/?srsltid=AfmBOoqoIjXJdkyYPt1Z9_fYHKdCLmdWWMXkOl7xB39ICwFZ3qPogMpO
boomerank,https://www.boomerank.io,https://www.shopstory.ai/blog/aus-boomerank-wird-shopstory
Startaparat,http://startaparat.com/en,https://startaparat.com/de-de/
SHARK-Bike,https://www.shark-bike.com,https://www.shark-bike.com/
dinster.at,https://dinster.at,https://www.eu-startups.com/directory/dinster-at/
reposée,https://www.reposee.com,https://www.reposee.com/
Mostly AI,https://mostly.ai,https://mostly.ai/
Bsurance,https://www.bsurance.com,https://www.bsurance.com/
hello again GmbH,https://www.helloagain.at,https://www.helloagain.com/
Testify GmbH,http://testify.io,https://www.testify.io/
Allcyte,https://www.allcyte.com,https://cemm.at/research/tech-transfer/spin-offs/allcyte
Finmatics,https://www.finmatics.com,https://www.finmatics.com/
Innerspace,https://www.innerspace.eu,https://www.innerspace.eu/
Leftshift One,https://www.leftshiftone.com,https://leftshiftone.com/
Storebox,https://www.yourstorebox.com/en,https://www.yourstorebox.com/
contextflow,https://contextflow.com,https://contextflow.com/
APEX Ventures,https://www.apex.ventures,https://www.apex.ventures/
Waterdrop,https://www.waterdrop.com,https://www.waterdrop.de/
7LYTIX,https://www.7lytix.com,https://www.7lytix.com/
Kivu Technologies,https://kivu.tech,https://kivu.tech/de/
nymea.io,https://nymea.io,https://nymea.io/
Playerhunter,https://playerhunter.com,https://playerhunter.com/
Fretello,https://fretello.com,https://fretello.com/
tubics,http://www.tubics.com,https://www.tubics.com/
Evologic Technologies,http://www.evologic-technologies.com,https://evologic.at/
Enpulsion,http://www.enpulsion.com,https://www.enpulsion.com/
Hydrogrid,https://www.hydrogrid.eu,https://www.hydrogrid.ai/
Schrott24,https://www.schrott24.de,https://www.schrott24.at/
LAMIE,http://www.lamie-direct.com,https://www.lamie-direkt.at/
WEBCP,https://www.webcp.at,https://webcp.io:8443/
Daibau,https://www.daibau.at,https://www.daibau.at/
DealMatrix,https://www.dealmatrix.com,https://dealmatrix.com/
TeamEcho,https://www.teamecho.com,https://www.teamecho.com/
x.news,https://www.x-news.eu,https://x.com/news?lang=de
Medicus AI,http://medicus.ai,https://medicus.ai/
ready2order,https://ready2order.com,https://ready2order.com/at/
Ease-Link,http://easelink.com,https://easelink.com/
Healcloud,https://healcloud.tech,https://healcloud.tech/
Rendity,https://rendity.com,https://rendity.com/de
Ubiq.ai,https://www.ubiq.ai,https://www.eu-startups.com/directory/ubiq-ai/
Vira Therapeutics,https://www.viratherapeutics.com,https://www.viratherapeutics.com/index.html
